year,country,hospital,equipment,oem,model,sn,fix,result,notes
2011,Nicaragua,"Velez Paiz, Managua",Incubator (infant),Infant,YP-90,41211970.0,Mechanical Simple,Repaired,"Door latch had been removed, attached two latches on either side, cleaned machine"
2011,Nicaragua,"Hospital Santiago , Jinotepe","Blood Pressure Device, Automatic (NIBP)",Datascope,Accutorr 4,8385-J1,Power Supply,Repaired,"Battery's voltage was well below normal. This may have caused machine to not inflate cuff. Machine now running on AC power. Tubing was rotten on blood pressure cuff, replaced blood pressure cuff with spare. Also replaced monitor on machine with spare from shop. Quick-start guide also constructed."
2011,Nicaragua,"Hospital Santiago , Jinotepe",Pulse Oximeter,Nellcor,N-100C,100-01381121-C,Installation/Training,Repaired,Superglued loose connection on the probe. Oxygen saturation and heart rate now correct.  Will notify hospital staff that patient cannot move while on machine. Also made a guick-start guide for staff. 
2011,Nicaragua,"Hospital Santiago , Jinotepe",Pulse Oximeter,Nellcor,N-200,20767527.0,Power Supply,Abandoned,"Battery acid was found on the circuits of the machine. Attempted to clean the inside of the machine with electric cleaner, but unit still does not turn on. Unit is being used for spare parts. "
2011,Nicaragua,"Hospital Santiago , Jinotepe",Pulse Oximeter,Nellcor,N-200,200-04239021,Power Supply,Abandoned,"Pulse oximeter would give power supply error. Replaced power supply with spare found in the shop. Pulse oximeter still gives false readings. Attempted to replace probe sensor connector in the unit with a spare from the shop, but pulse oximeter fails to turn on.  The unit is now being used for spare parts. "
2011,Nicaragua,"Hospital Santiago , Jinotepe",Phototherapy device,EWH,Billie Light,SCM1230048,Mechanical Simple,Repaired,"Soldered connections between resistors and LED lights. Repaired most of the lights, but a few are still out.  Need to buy LED lights on the same wavelength for future repair of other lights on this lamp as well as other lamps."
2011,Nicaragua,"Hospital Santiago , Jinotepe",Anesthesia Machine,Ohmeda,Excel 110,AMDW00142,Plumbing,Repaired,Oxygen sensor cap was damaged and caused a leakage in the ventilator. Added super glue and silicon to the cap and verified operation. 
2011,Nicaragua,"Hospital Santiago , Jinotepe",Phototherapy device,EWH,Billie Light,N/A,Electric Simple,Repaired,Soldered connection between the resistors and the LED lights. Verified operation of all LED lights. 
2011,Nicaragua,"Hospital Santiago , Jinotepe",Phototherapy device,EWH,Billie Light,SEM1230046,Electric Simple,Repaired,Soldered connection between the resistors and the LED lights. Verified operation of all LED lights. 
2011,Nicaragua,"Hospital Santiago , Jinotepe","Blood Pressure Device, Automatic (NIBP)",Critikon,Dinamap Vital Signs Monitor 1846,,Plumbing,Abandoned,"Blood pressure cuff would inflate, however, measurements were extremely below normal. Verified that there was no leakage in the blood pressure cuff. Machine may need calibration test or there is a leak in the internal hoses. "
2011,Nicaragua,"Hospital Santiago , Jinotepe",Phototherapy device,EWH,Overhead Phototherapy Light,ST040257,Electric Simple,Repaired,Bad starters were found in the unit. Rearranged starters for the fluorescent lights. This may have caused enough power to be supplied to lights with bad starters.  
2011,Nicaragua,"Hospital Santiago , Jinotepe",Phototherapy device,EWH,Overhead Phototherapy Light,ST040240,Electric Simple,Repaired,Bad starters were found in the unit. Rearranged starters for the fluorescent lights. This may have caused enough power to be supplied to lights with bad starters.  
2011,Nicaragua,"Hospital Santiago , Jinotepe",ECG Machine,GE,Dash 3000,K3BH6732G,Other,Abandoned,Machine turned on but monitor screen was blank. We were unable to determine the problem.
2011,Nicaragua,"Hospital Santiago , Jinotepe",Glucose level kit (or glucometer),Lifescan,OneTouch Ultra,VBV81FCGT,Mechanical Simple,Abandoned,Test strips were incompatible with this brand. We could not find compatible test strips.
2011,Nicaragua,"Hospital Santiago , Jinotepe",Other,Smith+Nephew,Alexa,500193.0,,Abandoned,Machine works but there are vertical black lines on the monitor. We checked the monitor and connections and everything appears ok. We contacted the maker by email and they informed us that the monitor needed to be replaced. They offered to fix the monitor at a reduced cost (for $1000 USD).
2011,Nicaragua,"Hospital Santiago , Jinotepe",Pulse Oximeter,Nonin,2500A,500267920.0,Installation/Training,Repaired,The device was found in bodega. Installed device and instructed staff in operation room department on operation of pulse oximeter. 
2011,Nicaragua,"Hospital Santiago , Jinotepe",Glucose level kit (or glucometer),Lifescan,OneTouch Basic,QGJ24B4DK,Mechanical Simple,Abandoned,We found compatible test strips for this device but the strips are expired. We told the staff that they might be inaccurate and put it back into use. 
2011,Nicaragua,"Hospital Santiago , Jinotepe",Glucose level kit (or glucometer),Acon Labs,On Call Plus,103A0099FDE,Electric Simple,Abandoned,"Low battery indicator came on, disabling the device, and the nurse replaced the battery. The indicator stayed on even after checking and changing the battery again, and we could not get the device to work."
2011,Nicaragua,"Hospital Santiago , Jinotepe",Other,Sunon Fan,Y9842,KD1208PTB2-6,Power Supply,Repaired,Fan required new power supply. Fan is now being used to cool down personal laptop. 
2011,Nicaragua,"Hospital Santiago , Jinotepe",ECG Machine,Edan Instruments,SE-3,SE33A030794140ZB,Mechanical Simple,Repaired,Staff informed us that the printer wasn't working. The paper was placed in the printer incorrectly. We placed it correctly and it worked.
2011,Nicaragua,"Hospital Santiago , Jinotepe",ECG Machine,Edan Instruments,SE-3,SE33B0030928203ZA,Installation/Training,Repaired,Staff informed us there was variation. We tested it and everything appeared normal. We told them there could be patient movement or insufficient electrode gel. 
2011,Tanzania,"Huruma Hospital, Rombo","Blood Pressure Device, Manual (Sphygmomanometer) (Fixed or portable)",MSD,Sphygmomanometer,,Mechanical Simple,Repaired,
2011,Tanzania,"Huruma Hospital, Rombo","Blood Pressure Device, Manual (Sphygmomanometer) (Fixed or portable)",MSD,Sphygmomanometer,,Mechanical Simple,Repaired,
2011,Tanzania,"Huruma Hospital, Rombo",Operating Table,N/A,N/A,N/A,Mechanical Simple,Repaired,
2011,Tanzania,"Huruma Hospital, Rombo",Operating Table,N/A,N/A,N/A,Mechanical Simple,Repaired,
2011,Tanzania,"Huruma Hospital, Rombo","Blood Pressure Device, Manual (Sphygmomanometer) (Fixed or portable)",F. Bosch Prakticus ,Sphygmomanometer,,Mechanical Simple,Repaired,
2011,Tanzania,"Huruma Hospital, Rombo",Other,Tenzcare,Electronic Nerve Stimulator,12167.0,Power Supply,Repaired,Replaced power cable and adapter
2011,Tanzania,"Huruma Hospital, Rombo",Centrifuge (electric or hand operated) ,Remi,R4,LFLC-5995,Motor,Repaired,Replaced motor brushes and power cable
2011,Tanzania,"Huruma Hospital, Rombo",Centrifuge (electric or hand operated) ,Digisystem,Laboratory Digital Centrifuge,,Electric Simple,Repaired,
2011,Tanzania,"Huruma Hospital, Rombo",ECG Machine,Hellige,SMK 110,,Electric Simple,Repaired,Repaired power supply cables
2011,Tanzania,"Huruma Hospital, Rombo",ECG Machine,Hellige,SMK 110,,Electric Simple,Repaired,Repaired power supply cables
2011,Tanzania,"Huruma Hospital, Rombo",Ultrasound Machine (imaging),Philips,Digital Ultrasound,,Power Supply,Repaired,"Repaired power supply cable, brightness adjustment"
2011,Tanzania,"Huruma Hospital, Rombo",Spectrophotometer/Colorimeter,Jenway,6030 Colorimeter,,Other,Abandoned,"Missing ribbon cables, beyond repair"
2011,Tanzania,"Huruma Hospital, Rombo","Furniture (chairs, tables, and beds)",Free Wheelchair Mission,N/A,,Other,Repaired,Assembled from Free Wheelchair Mission Kit
2011,Tanzania,"Huruma Hospital, Rombo","Furniture (chairs, tables, and beds)",Free Wheelchair Mission,N/A,,Other,Repaired,Assembled from Free Wheelchair Mission Kit
2011,Tanzania,"Huruma Hospital, Rombo","Furniture (chairs, tables, and beds)",Free Wheelchair Mission,N/A,,Other,Repaired,Assembled from Free Wheelchair Mission Kit
2011,Tanzania,"Huruma Hospital, Rombo","Blood Pressure Device, Manual (Sphygmomanometer) (Fixed or portable)",F. Bosch Prakticus ,Sphygmomanometer,123.0,Mechanical Simple,Repaired,
2011,Tanzania,"Huruma Hospital, Rombo","Blood Pressure Device, Manual (Sphygmomanometer) (Fixed or portable)",Erka Perfekt Aneroid,Sphygmomanometer,237478.0,Mechanical Simple,Repaired,
2011,Tanzania,"Huruma Hospital, Rombo",Scales (laboratory and in wards),Seca,N/A,N/A,Mechanical Simple,Repaired,
2011,Tanzania,"Huruma Hospital, Rombo",Scales (laboratory and in wards),Seca,N/A,N/A,Mechanical Simple,,
2011,Tanzania,"Huruma Hospital, Rombo",Operating Table,N/A,N/A,N/A,Mechanical Simple,Abandoned,Rusted beyond repair
2011,Tanzania,"Huruma Hospital, Rombo","Furniture (chairs, tables, and beds)",N/A,N/A,N/A,Mechanical Simple,,
2011,Tanzania,Kibosho Hospital,Air Compressor,Durr Europa,7120.0,8984.0,Plumbing,Repaired,Opened up and cleaned the shut-off valve to repair
2011,Tanzania,Kibosho Hospital,Printer,Canon,iR2016J,CKR35948,Other,Abandoned,Only Prints up to 20 pages at a time 
2011,Tanzania,Kibosho Hospital,Printer,Canon,iR2020,CKR501288,Installation/Training,Repaired,Replaced a part
2011,Tanzania,Kibosho Hospital,"Furniture (chairs, tables, and beds)",Unspecified,Cabinet,N/A,Mechanical Simple,Repaired,Installed Lock
2011,Tanzania,Kibosho Hospital,Stethoscopes,Various,Various,N/A,Mechanical Simple,Repaired,Cannibalized others to get replacement parts
2011,Tanzania,Kibosho Hospital,Stethoscopes,Various,Various,N/A,Mechanical Simple,Repaired,Cannibalized others to get replacement parts
2011,Tanzania,Kibosho Hospital,Stethoscopes,Various,Various,N/A,Mechanical Simple,Repaired,Cannibalized others to get replacement parts
2011,Tanzania,Kibosho Hospital,Stethoscopes,Various,Various,N/A,Mechanical Simple,Repaired,Cannibalized others to get replacement parts
2011,Tanzania,Kibosho Hospital,Stethoscopes,Various,Various,N/A,Mechanical Simple,Repaired,Cannibalized others to get replacement parts
2011,Tanzania,Kibosho Hospital,Stethoscopes,Various,Various,N/A,Mechanical Simple,Repaired,Cannibalized others to get replacement parts
2011,Tanzania,Kibosho Hospital,Stethoscopes,Various,Various,N/A,Mechanical Simple,Abandoned,Cannibalized for replacement parts
2011,Tanzania,Kibosho Hospital,Stethoscopes,Various,Various,N/A,Mechanical Simple,Abandoned,Cannibalized for replacement parts
2011,Tanzania,Kibosho Hospital,Stethoscopes,Various,Various,N/A,Mechanical Simple,Abandoned,Cannibalized for replacement parts
2011,Tanzania,Kibosho Hospital,Other,Singer Sweing Machine,None,None,Mechanical Simple,Repaired,Oiled and assembled parts
2011,Tanzania,Kibosho Hospital,Dental Drilling Machine,Kavo Electretechnisches,920.0,64297.0,"Electric Simple, Mechanical Simple",Repaired,Blown .047 microfarad capacitor/ replaced spring
2011,Tanzania,Kibosho Hospital,Other,UV Curing Light - Asain Power Devices,WA-12A09G,459232140.0,Electric Simple,Abandoned,Circuit Board problems
2011,Tanzania,Kibosho Hospital,Infusion pumps,Diplomat,AMO,,Electric Simple,Abandoned,Circuit Board Corrosion under fluid intake
2011,Tanzania,Kibosho Hospital,Infusion pumps,Diplomat,AMO,,"Plumbing, Electric Simple",Repaired,Cleaned intake and resoldered a wire connection
2011,Tanzania,Kibosho Hospital,Other,EWL Water Heater,K9,64297.0,Electric Simple,Repaired,Broken Switch
2011,Tanzania,Kibosho Hospital,"Furniture (chairs, tables, and beds)",Wooden Desk,None,None,Mechanical Simple,Repaired,Braced the broken leg
2011,Tanzania,Kibosho Hospital,Dental Drilling Machine,Kavo Electretechnisches,900.0,439087.0,Electric Simple,Repaired,Loose Transformer
2011,Tanzania,Kibosho Hospital,Stethoscopes,Various,Various,N/A,Mechanical Simple,Repaired,Cannibalized others to get replacement parts
2011,Tanzania,Kibosho Hospital,Stethoscopes,Various,Various,N/A,Mechanical Simple,Repaired,Cannibalized others to get replacement parts
2011,Tanzania,Kibosho Hospital,"Lamp, examination",XING,None,None,Power Supply,Repaired,15 Without Batteries
2011,Tanzania,Kibosho Hospital,Other,Kaltenbatch & Voigt,1040.0,5433.0,"Plumbing, Electric Simple",Repaired,Cleaned vaccume tubes throughout dental chair (At Sanya Juu NOT Kibosho)
2011,Tanzania,Kibosho Hospital,Other,Kaltenbatch & Voigt,1040.0,5433.0,"Plumbing, Electric Simple",Repaired,Cleaned vaccume tubes throughout dental chair (At Sanya Juu NOT Kibosho)
2011,Tanzania,Kibosho Hospital,X-Ray Film View Box,None,None,None,Installation/Training,Repaired,Hung up and installed
2011,Tanzania,Kibosho Hospital,X-Ray Film View Box,None,None,None,Installation/Training,Repaired,Hung up and installed
2011,Tanzania,Kibosho Hospital,"Lamp, examination",Siemens,None,None,Installation/Training,Repaired,Removal
2011,Tanzania,Kibosho Hospital,Ultrasound Machine (imaging),GE,5134629.0,39624WX2,Power Supply,Abandoned,"No power cord, contacted supplier at GE"
2011,Tanzania,Kibosho Hospital,Other,Dahlin Elecktromedicine,DK - 1200,None,Power Supply,Repaired,Replace Batteries
2011,Tanzania,Kibosho Hospital,Dental Drilling Machine,Kavo Electretechnisches,Unknown,Unknown,Motor,,"Shaft will not turn, screws to inside stripped"
2011,Tanzania,Kibosho Hospital,Computer,HP,,,"Power Supply, Installation/Training",Repaired,Power plug not used with correct adaptor
2011,Tanzania,Kibosho Hospital,Ultrasound Machine (imaging),Unknown,,,Electric Simple,Repaired,Probe wires disconnected
2011,Tanzania,Kibosho Hospital,Dental Drilling Machine,Denstply Cavitron,700.0,72083.0,Electric Simple,Repaired,"Ultrasonic Scalar Machine: Lost power and foot pedal wires, soldered new ones "
2011,Tanzania,Kibosho Hospital,Dental Drilling Machine,Dentsply Cavitron,700.0,73913.0,Installation/Training,Repaired,User Error
2011,Tanzania,Kibosho Hospital,"Autoclave (lab, surgery, and other)",KK Precision Co,200000E,23347.0,Electric Simple,Repaired,Miswired Electric Plug
2011,Tanzania,Kibosho Hospital,Other,Sabro-Tech,Ranger,601612.0,"Plumbing, Electric Simple, Mechanical Simple, Installation/Training",Repaired,Dental Chair - Cleaned and adjusted water lines through chair
2011,Tanzania,Kibosho Hospital,Other,uzumcu,CryoTherapy Device,,Installation/Training,Repaired,"Installed cryotherapy device, ordered gas tank and instructed"
2011,Tanzania,Kibosho Hospital,Ultrasound Machine (imaging),TechnoMed,1449.0,,Electric Simple,Repaired,Resoldered wires in optical ultrasound handpiece
2011,,,Laundry,Washing Machine,Maytag,MFR60PNCTS,"Plumbing, Power Supply, Installation/Training",Repaired,
2011,,,Laboratorio,Centrifuge (electric or hand operated) ,Kokusan,H-1500FR,"Plumbing, Power Supply, Other",,
2011,,,Labor y Parto,Fetal steth (fetoscope or  Doppler),Bistos,BT-200,"Plumbing, Power Supply",Repaired,
2011,,,Labor y Parto,Fetal steth (fetoscope or  Doppler),Bistos,BT-200,"Plumbing, Power Supply",Repaired,
2011,,,Labor y Parto,Fetal steth (fetoscope or  Doppler),SonicaidONE,,"Plumbing, Power Supply",Repaired,
2011,,,ER,"Blood Pressure Device, Automatic (NIBP)",Mindray,MEC-1200,"Plumbing, Electric Simple, Power Supply",Repaired,
2011,,,Pediatrics,Infusion pumps,Skenke Medical,SK-6001,"Plumbing, Mechanical Simple, Other",,
2011,,,Pediatrics,Infusion pumps,Skenke Medical,SK-6001,"Plumbing, Mechanical Simple, Other",,
2011,,,Pediatrics,Infusion pumps,Skenke Medical,SK-6001,"Plumbing, Mechanical Simple, Other",,
2011,,,Labor y Parto,"Blood Pressure Device, Automatic (NIBP)",Mindray,MEC-1200,"Power Supply, Installation/Training",Repaired,
2011,,,Laboratorio,"Blood Pressure Device, Automatic (NIBP)",Mindray,MEC-1200,"Plumbing, Power Supply, Installation/Training",Repaired,
2011,,,Officina,Printer,HP,,Power Supply,,
2011,,,Laboratorio,Other,DIRUI,H-500,"Plumbing, Mechanical Simple, Installation/Training",,
2011,,,Labor y Parto,Fetal steth (fetoscope or  Doppler),SonicaidONE,,"Plumbing, Power Supply",Repaired,
2011,,,ER,Infusion pumps,Botron,N/A,"Plumbing, Power Supply",Repaired,
2011,,,Laboratorio,Microscope ,Olympus,N/A,"Plumbing, Mechanical Simple, Power Supply",,1.0
2011,,,Labor y Parto,Fetal steth (fetoscope or  Doppler),Bistos,BT-200,"Plumbing, Power Supply",Repaired,
2011,,,Pediatria,Scales (laboratory and in wards),Health o meter,,Power Supply,,
2011,,,Pediatria,Other,DeVILBISS,Sunrise,"Plumbing, Power Supply",Repaired,
2011,,,Pediatria,Other,DeVILBISS,Sunrise,"Plumbing, Power Supply",Repaired,
2011,,,Pediatria,"Blood Pressure Device, Manual (Sphygmomanometer) (Fixed or portable)",Wellch Allyn,,"Plumbing, Power Supply",Repaired,
